Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Macedonia,MtCO2e,8.5,8.4,8.4,8.6,8.3,8.4,9.9,8.8,9.5,8.9,8.4,8.6,8.2,8.7,8.5,8.8,8.9,9.3,9.1,8.5,8.2,9.1,8.8,7.7,7.3,7.1,6.9
El Salvador,MtCO2e,2.2,2.8,3.1,3.4,4.1,4.5,4,4.8,5.2,5,5.1,5.5,5.6,5.9,5.8,6.3,6.5,6.9,6.1,6,5.9,6,6,5.7,5.9,6.5,6.8
Latvia,MtCO2e,18.8,17.2,13.9,11.8,10.2,8.8,8.8,8.4,8,7.3,6.8,7.2,7.1,7.6,7.5,7.6,8,8.3,7.8,7.2,8,7.2,7,6.9,6.6,7,6.8
Brunei,MtCO2e,3.86,3.3,3.7,4,4.1,4.5,4.7,5.2,4.4,4.2,4.4,4.3,4.4,5.2,4.9,4.9,7.2,6.7,7.1,7.5,6.9,7.1,7.06,6.96,6.97,6.27,6.47
Paraguay,MtCO2e,1.8,1.8,2.1,2.6,3.1,3.5,3.5,3.8,4,4,3.3,3.4,3.6,3.8,3.8,3.5,3.6,3.8,4,4.1,4.7,4.8,5.1,4.9,5.1,5.7,6.4
Cyprus,MtCO2e,4,4.5,4.7,5,5.2,5.1,5.4,5.5,5.7,6.1,6.3,6.2,6.4,7.1,6.9,7.1,7.1,7.4,7.5,7.5,7.3,7,6.5,5.6,5.7,5.8,6.3
Uruguay,MtCO2e,3.5,4.1,4.5,4.2,3.8,4.4,5.1,5.1,5.4,6.4,5,4.4,4.1,4,5.1,5.1,6.1,5.6,7.5,7.3,5.9,7.1,8.2,7.1,6.2,6.3,6.2
Papua New Guinea,MtCO2e,2.14,2.07,2.06,2,2.18,2.06,2.19,2.58,2.86,2.44,2.66,3.21,3.48,3.94,4.48,4.38,4.31,6.12,4.79,5.09,4.66,5.23,4.98,6.08,6.21,6.07,6.1
Benin,MtCO2e,0.2,0.1,0.1,0.1,0.1,0.1,0.8,1.2,1.1,1.3,1.4,1.8,2.1,2.3,2.4,2.6,3.2,3.7,3.7,4.1,4.6,4.4,4.1,4.5,4.9,5.4,5.8
Gabon,MtCO2e,3.97,4.23,4.55,4.55,4.43,4.43,4.63,4.73,4.83,4.83,4.62,4.41,4.14,4.4,4.3,4.49,3.93,3.92,4.02,4.12,4.62,5.47,5.73,5.55,5.39,5.49,5.59
Nicaragua,MtCO2e,1.8,1.7,2.2,2.2,2.4,2.6,2.7,2.8,3.4,3.4,3.6,3.7,3.8,3.9,4.1,4.1,4.1,4.4,4.2,4,4.3,4.5,4.4,4.3,4.6,4.9,5.3
Armenia,MtCO2e,19.9,20.7,10.7,4.9,2.7,3.4,2.3,3.2,3.3,3,3.4,3.4,2.9,3.3,3.4,4.1,4.1,4.9,5.2,4.3,4.1,4.6,5.5,5.2,5.3,4.7,4.9
Tajikistan,MtCO2e,11,10.1,7.5,5,2.9,2.5,2.2,2.5,2.7,2.6,2.2,2.2,2.1,2.1,2.5,2.3,2.6,3.1,3,2.3,2.3,2.4,2.9,3.1,4,4.2,4.8
Uganda,MtCO2e,0.74,0.75,0.76,0.75,0.69,0.89,0.93,0.96,1.1,1.14,1.25,1.29,1.3,1.34,1.46,1.85,2.22,2.56,2.59,2.8,3.25,3.43,3.18,3.86,4.16,4.62,4.71
Equatorial Guinea,MtCO2e,0.07,0.14,0.16,1.03,0.96,1.06,1.54,1.77,1.64,2.03,2.11,2.44,2.95,4.93,5.7,4.93,5.46,5.28,4.94,5.49,5.28,5.2,5.45,5.1,5.03,5.78,4.32
Namibia,MtCO2e,,1.2,1.2,1.4,1.6,1.7,1.8,2,2,1.8,1.9,2.4,2.1,2.1,2.2,2.4,2.4,2.6,2.9,2.9,3.1,3.1,3.2,3.5,3.5,3.7,4
Republic of Congo,MtCO2e,0.76,3.05,2.95,2.95,2.75,2.85,2.75,3.21,3.2,2.87,2.85,3.05,2.8,2.89,2.78,4.74,4.88,5.09,5.39,5.43,4.92,4.74,4.66,3.87,3.96,4.06,3.96
Mauritius,MtCO2e,1.1,1.3,1.3,1.5,1.4,1.5,1.5,1.5,1.7,2.1,2.5,2.6,2.6,2.7,2.8,2.9,3.2,3.2,3.3,3.4,3.6,3.5,3.7,3.8,3.8,3.8,3.9
Madagascar,MtCO2e,0.92,1,0.97,1,1.25,1.24,1.34,1.63,1.71,1.9,1.84,1.71,1.22,1.6,1.72,1.67,1.61,1.67,1.81,1.7,1.88,2.24,2.59,3,2.95,3.71,3.84
Albania,MtCO2e,5.6,3.8,2.2,1.9,2.15,1.8,1.8,1.3,1.7,2.9,3.1,3.1,3.7,3.8,4,3.9,3.8,3.7,3.8,3.7,3.9,4.1,3.5,3.7,4.1,3.8,3.6
Zambia,MtCO2e,2.6,2.8,2.7,2.4,2,2,1.6,2,2,1.5,1.5,1.6,1.6,1.9,1.8,2,1.9,1.3,1.5,1.5,1.6,1.9,2.7,2.8,3.2,3.2,3.6
Burkina Faso,MtCO2e,0.58,0.63,0.63,0.63,0.64,0.61,0.69,0.79,0.84,0.84,0.99,0.97,0.99,1.06,1.09,1.11,1.34,1.63,1.68,1.65,1.67,1.92,2.3,2.77,2.65,3.5,3.42
Mali,MtCO2e,0.41,0.42,0.43,0.44,0.45,0.46,0.48,0.51,0.76,0.8,0.82,0.83,0.85,0.84,0.88,0.9,0.94,1.01,1.07,0.81,0.96,1.04,0.99,1.03,1.41,3.16,3.39
Haiti,MtCO2e,0.9,0.9,0.7,0.7,0.1,0.9,1.1,1.2,1.3,1.4,1.4,1.6,1.6,1.6,1.9,2.1,2.1,2.2,2.2,2.3,2.1,2.2,2.1,2.1,2.8,3.3,3.3
Bahamas,MtCO2e,1.95,1.78,1.79,1.7,1.69,1.68,1.67,1.36,1.68,1.67,1.67,1.57,1.58,1.52,1.72,1.74,1.66,1.69,1.49,1.64,1.65,1.86,1.97,2.8,2.41,2.95,3.09
Guinea,MtCO2e,1,1.03,1.06,1.09,1.12,1.17,1.23,1.29,1.36,1.43,1.49,1.56,1.62,1.7,1.76,1.82,1.89,1.97,2,2.11,2.48,2.59,2.42,2.11,2.19,2.71,2.8
Mauritania,MtCO2e,0.85,0.87,0.91,0.93,0.96,1.01,1.06,1.08,1.07,1.1,1.11,1.17,1.25,1.29,1.39,1.44,1.42,1.64,1.77,1.96,1.96,2.11,2.33,2.32,2.32,2.66,2.62
Fiji,MtCO2e,0.77,0.63,0.7,0.71,0.7,0.72,0.78,0.75,0.72,0.74,0.79,1.01,0.84,0.99,1.29,1.03,1.15,1.08,0.82,0.74,1.14,1,0.99,1.06,1.07,2.43,2.37
Guyana,MtCO2e,1.13,1.11,1.04,1.04,1.39,1.46,1.52,1.59,1.66,1.68,1.61,1.59,1.58,1.56,1.63,1.44,1.29,1.56,1.56,1.56,1.72,1.78,1.99,1.93,2.01,2.09,2.13
Montenegro,MtCO2e,,,,,,,,,,,,,,,,2,2.1,2,2.6,1.7,2.5,2.5,2.3,2.2,2.2,2.4,2.1
Democratic Republic of the Congo,MtCO2e,3,1.6,1.3,1.2,1.2,1.1,1.1,1,1.2,1.1,0.8,0.7,0.8,0.9,1,1.2,1.3,1.4,1.6,1.6,1.8,2.2,2.2,3.4,4.6,2.7,2
Iceland,MtCO2e,1.9,1.8,1.8,1.9,2.1,1.9,2.1,2,2,2,2.1,2,2.1,2.1,2.2,2.2,2.3,2.3,2.1,2,1.9,1.8,1.8,1.9,2,1.9,2
Niger,MtCO2e,0.72,0.71,0.69,0.77,0.76,0.8,0.89,0.89,0.95,0.93,0.5,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.8,1.1,1.3,1.4,1.8,1.6,2.1,2,1.9
Suriname,MtCO2e,1.74,2.03,2.04,2.02,2.02,2.03,2.06,2.08,2.08,2.1,1.5,1.5,1.1,1.2,1.3,1.6,1.3,1.3,1.4,1.4,1.7,1.8,1.9,1.9,1.9,1.9,1.9
Togo,MtCO2e,0.6,0.5,0.4,0.3,0.5,0.6,1,0.6,0.8,1.1,1,0.8,0.9,1.1,1,1,0.9,0.8,1.1,2.2,2.1,1.9,1.6,1.7,1.8,1.9,1.9
South Sudan,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,1.4,1.4,1.5,2,1.8
Barbados,MtCO2e,0.97,1.11,0.89,1.08,0.71,0.79,0.8,0.81,1.01,1.08,1.06,1.1,1.08,1.11,1.13,1.18,1.2,1.22,1.47,1.49,1.4,1.42,1.42,1.4,1.21,1.71,1.77
Maldives,MtCO2e,0.17,0.15,0.23,0.2,0.2,0.25,0.29,0.33,0.3,0.42,0.45,0.46,0.59,0.51,0.67,0.6,0.76,0.78,0.84,0.88,0.93,0.99,1.11,1.09,1.33,1.62,1.65
Malta,MtCO2e,2.4,2.2,2.1,2.8,2.5,2.4,2.2,2.4,2.4,2.4,2.2,2.5,2.3,2.6,2.5,2.5,2.5,2.6,2.7,2.4,2.6,2.5,2.6,2.3,2.2,1.5,1.3
Liberia,MtCO2e,0.45,0.28,0.28,0.31,0.31,0.32,0.33,0.34,0.37,0.38,0.38,0.46,0.46,0.51,0.56,0.65,0.67,0.59,0.52,0.48,0.75,0.85,0.96,0.86,0.79,1.19,1.16
Seychelles,MtCO2e,0.15,0.17,0.17,0.18,0.2,0.2,0.23,0.34,0.43,0.51,0.57,0.63,0.54,0.55,0.74,0.69,0.73,0.64,0.69,0.52,0.44,0.34,0.44,0.4,0.49,1.14,1.15
Eswatini,MtCO2e,0.42,0.33,0.26,0.13,0.48,0.45,0.34,1.2,1.21,1.23,1.19,1.14,1.12,1.04,1.03,1.01,1.01,1.06,1.1,1.04,1.04,1.05,1.21,1.09,1.2,1.06,1.09
Malawi,MtCO2e,0.7,0.74,0.74,0.83,0.85,0.85,0.87,0.88,0.87,0.85,0.79,0.77,0.79,0.84,0.87,0.79,0.82,0.79,0.94,0.83,1.05,1.08,1.01,1.06,1.05,0.89,1.05
Rwanda,MtCO2e,0.51,0.46,0.46,0.46,0.47,0.46,0.46,0.47,0.46,0.48,0.49,0.48,0.48,0.47,0.48,0.48,0.48,0.5,0.49,0.52,0.54,0.61,0.69,0.74,0.77,0.97,0.99
Sierra Leone,MtCO2e,0.49,0.55,0.45,0.45,0.46,0.35,0.39,0.36,0.36,0.34,0.39,0.51,0.53,0.57,0.55,0.46,0.62,0.52,0.53,0.53,0.58,0.74,0.86,1.03,1.14,0.97,0.99
Djibouti,MtCO2e,0.32,0.31,0.31,0.31,0.3,0.3,0.31,0.33,0.32,0.32,0.34,0.37,0.4,0.42,0.41,0.41,0.41,0.46,0.5,0.46,0.52,0.47,0.52,0.53,0.55,0.94,0.95
Cape Verde,MtCO2e,0.1,0.1,0.11,0.11,0.11,0.12,0.14,0.15,0.16,0.18,0.22,0.23,0.27,0.31,0.33,0.44,0.47,0.51,0.47,0.52,0.56,0.62,0.51,0.5,0.49,0.87,0.87
Somalia,MtCO2e,0.71,0.7,0.67,0.63,0.62,0.58,0.57,0.54,0.51,0.49,0.48,0.5,0.59,0.59,0.59,0.59,0.59,0.61,0.6,0.6,0.61,0.6,0.61,0.61,0.61,0.85,0.85
Antigua and Barbuda,MtCO2e,0.28,0.27,0.26,0.27,0.27,0.27,0.29,0.31,0.32,0.33,0.34,0.35,0.37,0.4,0.42,0.43,0.44,0.47,0.48,0.51,0.52,0.51,0.52,0.52,0.53,0.74,0.74
Lesotho,MtCO2e,1.47,1.53,1.59,1.63,1.67,1.71,1.74,1.77,1.8,1.82,1.85,1.88,1.9,1.93,1.98,2.01,2.04,2.07,2.13,2.22,2.28,2.33,2.4,2.43,2.47,0.73,0.71
Gambia,MtCO2e,0.18,0.18,0.18,0.19,0.19,0.2,0.2,0.2,0.21,0.23,0.25,0.25,0.29,0.29,0.3,0.3,0.31,0.35,0.37,0.38,0.43,0.45,0.45,0.43,0.51,0.59,0.61
Eritrea,MtCO2e,,,0.4,0.5,0.6,0.8,0.9,0.8,0.5,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.6,0.6
Bhutan,MtCO2e,0.13,0.13,0.16,0.13,0.15,0.18,0.22,0.31,0.31,0.31,0.32,0.31,0.34,0.3,0.22,0.31,0.3,0.3,0.33,0.3,0.39,0.46,0.56,0.63,0.66,0.59,0.58
Belize,MtCO2e,0.31,0.36,0.36,0.38,0.37,0.38,0.31,0.39,0.37,0.35,0.4,0.45,0.43,0.43,0.39,0.42,0.44,0.48,0.44,0.59,0.53,0.6,0.48,0.51,0.49,0.58,0.56
Timor-Leste,MtCO2e,,,,,,,,,,,,,0.16,0.16,0.18,0.18,0.18,0.18,0.2,0.23,0.23,0.25,0.29,0.44,0.47,0.53,0.53
Saint Lucia,MtCO2e,0.16,0.17,0.2,0.22,0.26,0.31,0.33,0.31,0.31,0.32,0.33,0.36,0.33,0.36,0.36,0.37,0.37,0.38,0.4,0.38,0.4,0.41,0.41,0.41,0.41,0.44,0.44
Central African Republic,MtCO2e,0.2,0.21,0.22,0.22,0.23,0.23,0.23,0.25,0.25,0.26,0.27,0.25,0.25,0.23,0.23,0.23,0.25,0.25,0.25,0.25,0.26,0.28,0.29,0.3,0.3,0.41,0.41
Guinea-Bissau,MtCO2e,0.17,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.17,0.19,0.15,0.15,0.15,0.19,0.2,0.21,0.22,0.23,0.23,0.23,0.24,0.25,0.25,0.26,0.27,0.39,0.4
Chad,MtCO2e,0.14,0.07,0.08,0.09,0.1,0.11,0.12,0.14,0.15,0.16,0.18,0.17,0.17,0.38,0.38,0.4,0.41,0.46,0.51,0.49,0.52,0.54,0.54,0.61,0.63,0.34,0.34
Samoa,MtCO2e,0.1,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.16,0.16,0.17,0.18,0.19,0.19,0.2,0.2,0.2,0.2,0.34,0.34
Grenada,MtCO2e,0.11,0.11,0.12,0.12,0.14,0.15,0.15,0.17,0.18,0.19,0.19,0.19,0.21,0.22,0.21,0.22,0.23,0.24,0.25,0.25,0.26,0.25,0.27,0.3,0.24,0.28,0.28
Saint Kitts and Nevis,MtCO2e,0.11,0.11,0.11,0.11,0.12,0.13,0.13,0.14,0.15,0.16,0.17,0.18,0.2,0.2,0.21,0.2,0.2,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.23,0.25,0.25
Solomon Islands,MtCO2e,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.23,0.23
Saint Vincent and the Grenadines,MtCO2e,0.08,0.08,0.08,0.1,0.12,0.13,0.13,0.13,0.16,0.16,0.15,0.18,0.19,0.2,0.22,0.22,0.22,0.23,0.23,0.31,0.22,0.2,0.25,0.21,0.21,0.23,0.23
Burundi,MtCO2e,0.21,0.24,0.22,0.23,0.23,0.24,0.25,0.25,0.25,0.26,0.27,0.21,0.21,0.16,0.2,0.15,0.19,0.19,0.19,0.19,0.21,0.22,0.25,0.24,0.4,0.2,0.22
Dominica,MtCO2e,0.06,0.06,0.06,0.06,0.07,0.08,0.07,0.08,0.08,0.08,0.1,0.11,0.1,0.12,0.11,0.12,0.11,0.15,0.13,0.13,0.14,0.13,0.14,0.13,0.14,0.19,0.2
Comoros,MtCO2e,0.06,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.09,0.1,0.1,0.1,0.13,0.14,0.14,0.16,0.1,0.11,0.13,0.16,0.14,0.14,0.18,0.15,0.18,0.19
Vanuatu,MtCO2e,0.07,0.07,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.06,0.06,0.05,0.1,0.1,0.12,0.12,0.13,0.11,0.11,0.15,0.16,0.16
Sao Tome and Principe,MtCO2e,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.11,0.11,0.11,0.15,0.15
Tonga,MtCO2e,0.08,0.1,0.07,0.08,0.09,0.1,0.08,0.1,0.09,0.11,0.1,0.09,0.1,0.12,0.11,0.11,0.13,0.11,0.12,0.13,0.12,0.1,0.11,0.11,0.12,0.14,0.14
Cook Islands,MtCO2e,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.09,0.09
Nauru,MtCO2e,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.08
Kiribati,MtCO2e,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.07,0.05,0.06,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Niue,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Andorra,MtCO2e,0.41,0.41,0.41,0.41,0.41,0.42,0.45,0.47,0.49,0.51,0.52,0.52,0.53,0.53,0.56,0.58,0.55,0.54,0.54,0.52,0.52,0.49,0.49,0.48,0.46,,
Liechtenstein,MtCO2e,,,,,,,,,,,,,,,,,,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.04,,
Marshall Islands,MtCO2e,,,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
Micronesia,MtCO2e,,,0.1,0.1,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.17,0.14,0.14,0.14,0.12,0.12,0.14,0.12,0.16,0.11,0.12,0.14,0.14,0.15,,
Palau,MtCO2e,,,0.23,0.23,0.23,0.23,0.23,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.26,,
Tuvalu,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,
Data source,CAIT
Data for,Countries/Regions: World. Sectors/Subsectors: Energy. Gases: CO2. Calculation: Total. Show data by Regions
