Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tuvalu,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Yemen,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,MtCO2e,,,,,,,,,,,,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0,0,0,0,0,0
Bahrain,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oman,MtCO2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,MtCO2e,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Vanuatu,MtCO2e,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Mauritius,MtCO2e,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,0.18,0.18,0.18,0.18,0.18,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kuwait,MtCO2e,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
Andorra,MtCO2e,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.03,-0.03,-0.03,-0.03,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
Micronesia,MtCO2e,,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03
Israel,MtCO2e,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,-0.07,-0.07,-0.07,-0.07,-0.07,,,,,,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07
Iceland,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,-0.01,-0.01,-0.01,-0.01,-0.01,0.12,-0.04,-0.04,-0.04,-0.04,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
Armenia,MtCO2e,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.15,-0.15,-0.15,-0.15,-0.15,-0.15
Cape Verde,MtCO2e,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,,,,,,-0.07,-0.07,-0.07,-0.07,-0.07,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17
Lesotho,MtCO2e,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2
United Arab Emirates,MtCO2e,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-1.19,-0.05,-0.05,-0.05,-0.05,-0.05,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21,-0.21
Egypt,MtCO2e,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.55,-0.58,-0.58,-0.58,-0.58,-0.58,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22,-0.22
Ireland,MtCO2e,-2.19,-2.19,-2.19,-2.19,-2.19,-2.19,-2.15,-2.16,-2.16,-2.16,-2.16,-1.67,-1.67,-1.65,-1.68,-1.64,-7.13,-7.04,-7.15,-7.15,-6.81,-0.13,-0.29,-0.29,-0.29,-0.16,-0.29
Tunisia,MtCO2e,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.44,-0.44,-0.44,-0.44,-0.44,-0.51,-0.51,-0.51,-0.51,-0.51,-0.29,-0.29,-0.29,-0.29,-0.29,-0.29
Cyprus,MtCO2e,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,-0.11,-0.11,-0.11,-0.11,-0.11,-0.39,-0.39,-0.39,-0.39,-0.39,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3
Gambia,MtCO2e,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.36,-0.36,-0.36,-0.36,-0.36,-0.36
Albania,MtCO2e,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.86,0.85,0.85,0.85,0.85,-0.25,-0.2,-0.25,-0.25,-0.25,-0.34,-0.4,-0.4,-0.4,-0.39,-0.4
Algeria,MtCO2e,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.51,0.51,0.51,0.51,0.51,-6.75,-6.75,-6.75,-6.75,-6.75,-0.44,-0.44,-0.44,-0.44,-0.44,-0.44
Trinidad and Tobago,MtCO2e,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.1,0.1,0.1,0.1,0.1,0.33,0.33,0.33,0.33,0.33,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5
Netherlands,MtCO2e,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,0.73,1.1,1.07,1.05,1.03,1.03,-0.81,-0.8,-0.8,-0.8,-0.8,-0.58,-0.58,-0.58,-0.59,-0.59,-0.59
Greece,MtCO2e,-0.72,-0.72,-0.72,-0.72,-0.72,-0.72,-0.77,-0.77,-0.73,-0.77,-0.76,-0.6,-0.78,-0.78,-0.68,-0.71,-0.74,-0.74,-0.53,-0.77,-0.79,-0.71,-0.75,-0.68,-0.78,-0.79,-0.79
Kyrgyzstan,MtCO2e,-2.5,-2.5,-2.43,-2.42,-2.42,-2.42,-2.41,-2.41,-2.41,-2.4,-2.4,-2.42,-2.42,-2.42,-2.42,-2.42,14.45,14.45,14.45,14.45,14.45,-0.76,-0.78,-0.8,-0.82,-0.84,-0.84
Denmark,MtCO2e,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,1.16,1.16,1.16,1.16,1.15,0.42,0.42,0.42,0.42,0.42,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05
Moldova,MtCO2e,-1.31,-1.31,-1.27,-1.27,-1.27,-1.27,-1.28,-1.28,-1.28,-1.28,-1.28,-0.92,-0.92,-0.88,-0.92,-0.92,-0.9,-0.84,-0.91,-0.91,-0.92,-1.14,-1.14,-1.12,-1.14,-1.08,-1.14
Lithuania,MtCO2e,0.68,0.68,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.67,0.66,1.05,1.08,1.13,1.02,1.01,-0.97,-0.98,-0.94,-0.94,-1,-1.12,-1.15,-1.15,-1.17,-1.16,-1.17
Syria,MtCO2e,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53,-1.55,-1.55,-1.55,-1.55,-1.55,-2.24,-2.24,-2.24,-2.24,-2.24,-1.21,-1.21,-1.21,-1.21,-1.21,-1.21
Serbia,MtCO2e,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.68,-4.92,-4.92,-4.9,-4.92,-4.92,-64.82,-64.82,-64.82,-64.82,-64.82,-1.31,-1.32,-1.32,-1.32,-1.32,-1.32
Morocco,MtCO2e,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-8.8,-9.53,-9.53,-9.53,-9.53,-9.53,0.73,0.73,0.73,0.73,0.73,-1.47,-1.47,-1.47,-1.47,-1.47,-1.47
Mauritania,MtCO2e,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.51,0.51,0.51,0.51,0.51,-1.52,-1.52,-1.52,-1.52,-1.52,-1.52
Switzerland,MtCO2e,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.83,-1.5,-1.52,-1.53,-1.54,-1.54,-3.37,-3.37,-3.37,-3.37,-3.37,-1.53,-1.53,-1.53,-1.53,-1.53,-1.53
Iraq,MtCO2e,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.97,-0.97,-0.97,-0.97,-0.97,-1.7,-1.7,-1.7,-1.7,-1.7,-2.04,-2.04,-2.04,-2.04,-2.04,-2.04
Belgium,MtCO2e,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83,-3.27,-3.31,-3.32,-3.32,-3.32,-3.32,-2.7,-2.71,-2.71,-2.71,-2.71,-2.65,-2.72,-2.72,-2.72,-2.72,-2.72
Fiji,MtCO2e,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,-2.07,-2.07,-2.07,-2.07,-2.06,0.61,0.61,0.6,0.6,0.6,-3.02,-3.02,-3.02,-3.02,-3.02,-3.02
Belarus,MtCO2e,-11.82,-11.82,-11.29,-11.29,-11.29,-11.29,-12.07,-12.11,-12.09,-11.98,-12.03,-19.88,-14.46,-18.36,-20.21,-19.97,-27.65,-28.79,-28.98,-28.74,-29,-2.95,-1.4,-2.77,-1.61,-1.31,-3.07
Bhutan,MtCO2e,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.11,-4.4,-4.4,-4.4,-4.4,-4.4,-2.93,-2.93,-2.93,-2.93,-2.93,-3.81,-3.81,-3.81,-3.81,-3.81,-3.81
Croatia,MtCO2e,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.6,-11.59,-11.61,-11.61,-11.61,-11.61,-11.61,-9.57,-9.5,-9.57,-9.57,-9.57,-3.83,-3.83,-3.83,-3.83,-3.83,-3.83
Sweden,MtCO2e,-20.43,-20.43,-20.43,-20.43,-20.43,-20.43,-20.42,-20.42,-20.39,-20.42,-20.43,-51.62,-51.61,-51.58,-51.5,-51.4,-4.35,-4.4,-4.35,-4.27,-4.13,-4.09,-4.07,-4.06,-3.85,-4.01,-4.01
Austria,MtCO2e,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-7.24,-7.24,-7.24,-7.22,-7.24,-4.31,-4.31,-4.3,-4.31,-4.31,-5.04,-5.04,-5.04,-5.04,-5.04,-5.04
Slovakia,MtCO2e,-9.93,-9.92,-9.92,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-9.21,-9.21,-9.21,-9.21,-9.21,-6.42,-6.42,-6.42,-6.42,-6.42,-5.1,-5.1,-5.1,-5.1,-5.1,-5.1
Slovenia,MtCO2e,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-6.75,-10.27,-10.27,-10.27,-10.27,-10.27,-7.78,-7.78,-7.78,-7.78,-7.77,-6.16,-6.16,-6.16,-6.16,-6.16,-6.16
Ukraine,MtCO2e,-48.01,-48.01,-46.16,-46.16,-46.16,-46.16,-47.93,-47.98,-47.97,-48.04,-48.33,-24.23,-20.22,-23.6,-23.73,-24.15,-21.85,-21.13,-20.68,-20.93,-22.3,-5.66,-3.76,-7.44,-2.6,-0.59,-6.84
Azerbaijan,MtCO2e,-1.19,-1.19,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-1.15,-0.95,-0.95,-0.95,-0.95,-0.95,-7.46,-7.46,-7.46,-7.46,-7.46,-8.47,-8.47,-8.47,-8.47,-8.47,-8.47
Dominican Republic,MtCO2e,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-10.01,-8.65,-8.65,-8.65,-8.65,-8.65,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73,-8.73
Bulgaria,MtCO2e,-11.43,-11.43,-11.43,-11.43,-11.43,-11.43,-11.46,-11.46,-11.45,-11.45,-11.44,-13.75,-13.97,-13.95,-13.91,-13.97,-10.09,-10.1,-10.12,-10.16,-10.17,-10.11,-10.11,-10.15,-10.18,-10.17,-10.16
Uruguay,MtCO2e,-25.54,-25.54,-25.54,-25.54,-25.54,-25.54,-25.55,-25.55,-25.54,-25.55,-25.55,-13.89,-13.89,-13.89,-13.89,-13.8,-19.33,-19.33,-19.32,-19.32,-19.33,-10.49,-10.52,-10.52,-10.53,-10.52,-10.52
Costa Rica,MtCO2e,6.34,6.34,6.34,6.34,6.34,6.34,6.3,6.29,6.29,6.3,6.3,-7.52,-7.52,-6.76,-7.52,-7.49,-7.49,-7.53,-7.53,-7.53,-7.42,-11.27,-11.24,-11.24,-11.26,-11.28,-11.21
Czech Republic,MtCO2e,-12.63,-12.63,-12.62,-12.61,-12.61,-12.6,-12.6,-12.59,-12.59,-12.58,-12.58,-12.34,-12.34,-12.35,-12.35,-12.35,-6.85,-6.85,-6.85,-6.85,-6.85,-12.57,-12.57,-12.57,-12.56,-12.57,-12.57
United Kingdom,MtCO2e,-12.73,-12.73,-12.73,-12.73,-12.73,-12.73,-12.68,-12.69,-12.69,-12.69,-12.69,-12.65,-12.75,-11.83,-12.76,-12.65,-11.96,-11.55,-12.04,-12,-11.92,-12.65,-12.41,-12.77,-12.77,-12.67,-12.77
Latvia,MtCO2e,-13.09,-13.09,-12.68,-12.68,-12.68,-12.68,-12.66,-12.67,-12.68,-12.67,-12.67,-3.98,-3.78,-3.79,-3.94,-3.97,-15.5,-15.53,-15.52,-15.51,-15.49,-13.66,-13.65,-13.62,-13.63,-13.66,-13.68
Cuba,MtCO2e,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-34.8,-32.71,-32.71,-32.71,-32.71,-32.71,37.69,37.69,37.69,37.69,37.69,-14.01,-14.01,-14.01,-14.01,-14.01,-14.01
Uzbekistan,MtCO2e,-2.35,-2.35,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.27,-2.57,-2.57,-2.57,-2.57,-2.57,-1.32,-1.32,-1.32,-1.32,-1.32,-16.43,-16.43,-16.43,-16.43,-16.43,-16.43
New Zealand,MtCO2e,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-23.41,-16.45,-16.45,-16.45,-16.45,-16.45,-17.92,-17.9,-17.89,-17.91,-17.93,-17.19,-17.19,-17.2,-17.2,-17.2,-17.2
Norway,MtCO2e,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-15.36,-22.33,-22.32,-22.32,-22.31,-22.3,-23.75,-23.76,-23.72,-23.75,-23.73,-22.97,-22.97,-22.97,-22.96,-22.96,-22.96
Vietnam,MtCO2e,-49.18,-49.18,-49.18,-49.18,-49.18,-49.18,-49.31,-49.39,-49.22,-49.27,-49.35,-22.01,-19.5,-22,-21.66,-21.56,-11.01,-10.96,-11.02,-11.01,-10.78,-23.45,-23.48,-21.71,-22.92,-23.48,-23.29
Poland,MtCO2e,-15.66,-15.66,-15.66,-15.66,-15.66,-15.66,-15.68,-15.68,-15.68,-15.68,-15.68,-26.36,-26.3,-26.21,-26.54,-26.53,-109.42,-109.42,-109.41,-109.44,-109.43,-27.26,-27.26,-27.31,-27.35,-27.34,-27.36
Kenya,MtCO2e,58.52,58.52,58.52,58.52,58.52,58.52,58.43,58.59,58.55,58.67,58.36,-47.55,-47.45,-47.32,-47.48,-47.35,-29.72,-30.47,-29.53,-30.01,-30.69,-30.6,-29.14,-31.31,-31.38,-30.93,-31.21
Spain,MtCO2e,-46.7,-46.7,-46.7,-46.7,-46.7,-46.7,-46.7,-46.69,-46.63,-46.72,-46.65,-46.71,-46.71,-46.6,-46.65,-46.64,-33.01,-33.11,-33.11,-33.11,-33.1,-32.86,-33.12,-33.13,-33.08,-33.12,-33.13
Italy,MtCO2e,-34.34,-34.34,-34.34,-34.34,-34.34,-34.34,-34.4,-34.4,-34.4,-34.4,-34.4,-35.05,-35.03,-34.89,-35.13,-35.14,-34.18,-34.4,-34.36,-34.29,-34.4,-34.33,-34.4,-34.4,-34.35,-34.4,-34.25
South Korea,MtCO2e,-34.47,-34.47,-34.47,-34.47,-34.47,-34.47,-34.47,-34.47,-34.47,-34.47,-34.47,-43.27,-43.27,-43.27,-43.27,-43.27,-48.4,-48.4,-48.4,-48.4,-48.4,-39.6,-39.6,-39.6,-39.6,-39.6,-39.6
Germany,MtCO2e,-52.95,-52.95,-52.95,-52.95,-52.95,-52.95,-52.94,-52.94,-52.94,-52.94,-52.94,-20.71,-20.77,-20.84,-20.93,-20.92,-16.53,-16.53,-16.47,-16.54,-16.54,-40,-40.01,-40.01,-40.03,-40.02,-40.03
Philippines,MtCO2e,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,-2.64,11.29,11.29,11.29,11.29,11.29,29.48,29.48,29.48,29.48,29.48,-60.35,-60.35,-60.35,-60.35,-60.35,-60.35
Turkey,MtCO2e,-21.48,-21.48,-21.48,-21.48,-21.48,-21.48,-21.47,-21.47,-21.47,-21.47,-21.47,-29.9,-29.9,-29.9,-29.9,-29.9,-54.93,-54.93,-54.93,-54.93,-54.93,-64.87,-64.87,-64.87,-64.87,-64.87,-64.87
Australia,MtCO2e,-3.11,-3.11,-3.11,-3.11,-3.11,-3.11,-3.69,-3.85,-3.67,-3.93,-3.59,46.64,45.28,46.6,42.98,43.05,1.09,0.3,-0.99,0.59,-1.09,-70.35,-70.16,-68.49,-70.26,-70.41,-69.83
France,MtCO2e,-25.32,-25.32,-25.32,-25.32,-25.32,-25.32,-25.32,-25.32,-25.32,-25.32,-25.32,-79.59,-79.65,-79.69,-79.76,-79.78,-54.85,-54.86,-54.85,-54.87,-54.86,-80.53,-80.53,-80.53,-80.54,-80.54,-80.54
Gabon,MtCO2e,0.85,0.85,0.85,0.85,0.85,0.85,0.72,0.72,0.72,0.72,0.72,0.75,0.74,0.79,0.8,0.94,0.81,1.01,1.13,0.79,0.94,-93.58,-93.82,-93.59,-93.66,-93.44,-93.7
United States,MtCO2e,-328.41,-328.41,-328.41,-328.41,-328.41,-328.41,-375.81,-386.59,-380.93,-363.8,-381.86,-392.87,-363.14,-383.79,-333.74,-361.26,-356.51,-269.04,-382.25,-363.86,-364.21,-27.7,-69.24,-82.05,-66.02,-68.48,-97.62
Russia,MtCO2e,247.67,247.67,244.41,244.41,244.41,244.41,221.97,179.55,230.34,193.22,198.98,70.7,74.9,133.9,46.25,78.08,-112.26,-134.99,16.16,-104.07,-102.08,-123.87,-67.49,-109.94,-114.86,-155.94,-101.03
Chile,MtCO2e,-12.36,-12.36,-12.36,-12.36,-12.36,-12.36,-12.36,-12.36,-12.36,-12.36,-12.37,-6.79,-6.79,-6.79,-6.79,-6.79,-7.23,-7.23,-7.23,-7.24,-7.24,-104.96,-104.99,-104.99,-104.99,-104.99,-104.98
Malaysia,MtCO2e,118.27,118.27,118.27,118.27,118.27,118.27,114.69,115.98,134.8,114.14,114.11,135.28,141.03,140.95,148.63,150.96,-23.82,-17.85,-19.9,-4.48,-11.15,-134.63,-137.21,-135.93,-121.62,-134,-133.16
Romania,MtCO2e,1.14,1.14,1.14,1.14,1.14,1.14,0.96,0.9,0.93,0.91,0.92,-0.42,0.12,-0.11,-0.43,-0.3,-4.58,-3.43,-4.41,-4.61,-4.64,-163.22,-162.55,-164.24,-164.31,-164.25,-164.43
China,MtCO2e,-321.72,-321.72,-321.72,-321.72,-321.72,-321.72,-321.66,-321.8,-321.74,-321.81,-321.75,-339.22,-339.22,-339.12,-338.95,-339.28,-395.73,-395.55,-395.57,-395.5,-395.64,-311.96,-311.93,-311.9,-310.62,-311.81,-311.97
Data source,CAIT
Data for,Countries/Regions: World. Sectors/Subsectors: Land-Use Change and Forestry. Gases: CO2. Calculation: Total. Show data by Regions
