Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Senegal,MtCO2e,0.6,0.4,0.5,0.3,0.5,0.6,0.7,0.7,0.8,0.8,1.1,0.9,0.7,1,1,1.1,1,1.3,1.2,0.8,0.9,1,0.8,1,0.9,1.3,1.1
Serbia,MtCO2e,0.4,0.3,0.2,,,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5
Seychelles,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,MtCO2e,39.9,37.2,45,42.3,43.9,43.5,50.7,58.5,62.2,69.9,70.2,75.2,74.8,75.4,86.3,93,103.1,113.5,124.5,128.6,144.5,152.9,153.5,154.4,153.7,162.8,174.9
United States,MtCO2e,130.8,137.1,144,132.4,130.1,137.9,134.6,126.7,126.5,140.5,147.5,114.3,138.9,123.1,141.2,151.5,158.3,168.1,154.1,141.2,148.8,145.6,119.4,118.3,119,124.5,127.6
Spain,MtCO2e,15,16.3,17.1,15.9,15.5,16.2,21.2,25.1,26.5,26.3,27.3,29.8,29.8,30.6,32.2,34.6,36.1,37.2,38.2,37.3,35.9,38.3,37.6,33.7,35.8,35.4,36.1
Thailand,MtCO2e,7.3,7.4,8.9,9.2,10.4,10.7,10.4,11.1,9.7,10.7,10.9,11.5,12,12.8,14.7,15.5,16.1,15.7,15,14.2,14.5,14.2,13.3,14.1,14.6,15.6,16.6
South Africa,MtCO2e,7.1,7.7,9.9,9.2,10,12,12.3,10.3,12,13.2,11.4,11.4,10.6,11.1,9.9,10.8,10.6,10.9,10.8,9.7,12.2,12.8,13,13.1,13.3,13.6,13.8
Turkey,MtCO2e,0.9,1.1,1.1,1.3,1.1,1.4,1.4,1.8,2,2.4,2.9,2.3,4.3,4.6,6,6.5,6,6.2,6,5.2,4.8,4,3.7,6.9,11,13.4,13.1
Sweden,MtCO2e,3.2,3.6,4.1,4.6,5.1,5.1,5.3,6,6.9,6.8,6.4,6.5,5.4,6.6,8,8.1,8.6,8.5,8.8,8.9,8.4,7.7,7.5,7.5,7.7,8,8.8
Switzerland,MtCO2e,3.1,2.9,3.2,3.4,3.6,3.8,3.8,4,4.2,4.4,4.6,4.5,4,3.6,3.4,3.5,3.7,3.9,4.2,4,4.2,4.5,4.6,4.6,4.7,4.9,5.1
Vietnam,MtCO2e,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.9,1.1,1.2,1.7,1.8,1.9,2,2.2,2.4,3,2.5,2.5,2.7,2.8,3.4,5
Venezuela,MtCO2e,3.5,4.2,3.9,3.9,3.5,3.3,3.2,3,2.6,2.6,3,3.1,2.9,2.6,4.1,4.5,3.2,3.5,3.5,3.4,4.7,3.3,5.1,5,4.9,5,3.8
Sri Lanka,MtCO2e,1.2,1,1,1.1,1.1,1.1,1.2,0.9,0.8,0.7,0.8,0.7,0.8,0.7,0.8,1.4,1.4,0.8,0.9,0.9,1,1.6,2.1,2.1,2.8,2.5,3.5
Trinidad and Tobago,MtCO2e,0.3,0.3,0.3,0.4,0.4,0.4,0.1,0.3,0.2,1.3,1.5,1.6,2.1,2.2,3.1,2.7,2.7,2.7,2.6,2.6,2,2.2,1.9,2.6,2.1,2.4,2.8
Sudan,MtCO2e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.4,0.6,0.8,1,0.8,0.8,0.9,0.9,0.9,1.1,0.8,0.9,0.9,0.8,1
Tanzania,MtCO2e,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.6,0.7,0.7
Syria,MtCO2e,3.7,3.9,4.1,3.9,4.1,4.1,3.9,4,4.1,4.1,4.1,3.9,3.9,3.7,4,3.5,3.8,3.4,3.3,3.5,3.6,2.7,1.5,1.2,0.9,0.7,0.6
Slovenia,MtCO2e,0.1,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.5
South Sudan,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.2,0.2
Slovakia,MtCO2e,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Solomon Islands,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,MtCO2e,6.2,5.6,2.2,0.9,0.6,0.5,0.9,0.9,0.7,0.9,0.8,0.8,0.9,1.1,1.1,1.1,1,0.9,0.8,0.7,0.8,0.7,0.9,0.4,0.4,0.4,0.5
Yemen,MtCO2e,1.5,1.2,1.5,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.7,0.6,0.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.7,0.5,0.4,0.6,0.5,0.2,0.2
Suriname,MtCO2e,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Eswatini,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,MtCO2e,,,,0.1,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1
Timor-Leste,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,MtCO2e,0.1,0.1,0.1,,0.1,0.1,0.2,0.1,0.2,,,,,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4
Tonga,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,MtCO2e,0.8,1,0.9,0.7,0.7,0.6,0.7,0.8,0.9,1,1,1,1.1,1.3,1.3,1.4,1.3,1.4,1.4,1.5,1.6,1.5,1.3,1.4,1.4,1.4,1.4
Tunisia,MtCO2e,0.7,0.5,0.7,0.8,0.9,0.8,0.9,1,1,1.1,1,0.9,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.7,0.9,0.9,0.8,0.6,0.7
Tuvalu,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,MtCO2e,0.4,0.5,0.7,1,0.6,1.2,1,0.9,0.8,0.9,1,1.2,1.2,1.1,1.2,1.2,1,1.3,1.6,1.8,1.6,1.5,1.3,0.9,0.9,0.9,0.8
Zambia,MtCO2e,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1
Zimbabwe,MtCO2e,0.3,0.4,0.3,0.2,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.3,0.2,0.1,,,,,,,,,,,,0.1,0.1
Uzbekistan,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data source,CAIT
Data for,Countries/Regions: World. Sectors/Subsectors: Bunker Fuels. Gases: All GHG. Calculation: Total. Show data by Regions
