Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Norway,MtCO2e,13.86,11.94,15.12,16.63,18.29,17.73,18.73,20.43,22.22,23.99,18.74,12.47,12.14,14.83,15.15,14.07,13.65,14.2,13.35,13.72,16.52,15.88,15.12,14.31,14.02,14.36,13.78
Croatia,MtCO2e,8.7,3,3.33,3.89,3.24,3.83,3.78,5.49,6.85,6.91,6.45,7.61,8.68,9.97,9.46,9.79,12.01,13.31,12.15,10.75,9.83,15.22,13.59,13.21,12.49,12.84,13.15
Namibia,MtCO2e,7.79,8.89,8.99,9.19,9.49,9.59,10.43,10.46,10.68,10.63,10.95,10.31,10.02,10.1,10.24,10.4,10.42,10.57,10.88,10.99,11.03,11.21,11.43,11.68,11.89,12.16,12.43
Burkina Faso,MtCO2e,11.22,11.26,11.26,11.26,11.28,11.26,11.34,11.44,11.49,11.55,11.66,9.79,9.8,9.87,9.9,9.92,12.36,12.64,12.86,12.87,12.89,10.94,11.35,11.79,11.6,12.4,12.32
Yemen,MtCO2e,6.65,8.45,9.13,8.13,8.52,9.84,10.11,10.89,11.77,13.17,13.84,15.07,15.18,17.36,18.35,19.34,19.42,20.63,22.06,25.68,24,20.68,19.66,26.3,26.71,13.91,11.71
Lithuania,MtCO2e,32.88,34.98,20.61,16.42,15.44,14.37,14.88,14.63,15.37,12.92,11.15,12.23,12.27,12.32,12.97,13.79,12.05,12.25,12.11,10.75,11.59,10.7,10.75,10.21,9.73,9.96,10.08
Cuba,MtCO2e,0.6,-7.33,-12.74,-14.74,-13.23,-11.77,-9.77,-7.39,-7.8,-6.97,-6.64,-5.48,-6.79,-7.48,-7.76,-6.8,63.95,64.88,64.04,64.8,67.94,14.53,14.86,13.29,12.86,13.43,9.93
Mali,MtCO2e,6.96,6.97,6.98,6.99,7,7.01,7.02,7.06,7.3,7.33,7.36,7.36,7.38,7.38,7.41,7.43,7.48,7.54,7.6,7.34,7.5,7.59,7.53,7.57,7.95,9.71,9.93
Equatorial Guinea,MtCO2e,5.38,5.46,5.47,6.35,6.28,6.38,6.85,7.08,6.96,7.35,7.43,7.79,8.31,10.29,11.06,10.28,10.89,10.71,10.37,10.92,10.71,10.55,10.8,10.45,10.39,11.13,9.68
Georgia,MtCO2e,29.34,21.34,16.07,12.09,6.41,4.11,2.3,1.5,0.95,0.5,0.71,0.01,-0.59,-0.39,-0.16,0.75,1.16,2.15,1.35,2.11,1.81,6.57,7.18,7.32,8.32,9.07,9.47
Togo,MtCO2e,7.65,7.56,7.43,7.34,7.57,7.65,7.97,7.46,7.83,8.37,7.88,7.77,7.96,8.41,8.32,8.35,8.04,7.96,8.03,9.3,9.11,9.08,8.76,8.73,8.79,9.27,9.37
Kyrgyzstan,MtCO2e,20.3,17.9,11.38,7.7,4.16,2.22,3.33,3.28,3.61,2.37,2.32,1.59,2.51,3.21,3.15,2.89,19.79,20.95,21.95,21.19,20.76,6.85,9.32,8.76,8.86,9.65,9.05
Luxembourg,MtCO2e,11.1,11.58,11.28,11.49,10.65,8.49,8.58,8.1,7.4,7.82,7.88,9.15,9.87,10.21,11.65,11.95,11.74,11.14,11.01,10.48,10.99,10.91,10.68,10.17,9.66,9.13,8.86
Afghanistan,MtCO2e,2.9,2.67,1.38,1.31,1.26,1.21,1.14,1.06,1,0.79,0.75,0.79,1.06,1.19,0.94,1.32,1.65,2.26,4.2,6.76,8.45,12.23,10.74,10,9.79,7.76,8.57
Jamaica,MtCO2e,7.86,7.83,8.58,8.76,8.86,9.1,9.48,9.64,10.16,10.34,10.49,10.57,10.73,11.05,11.05,11.01,12.6,12.61,10.2,8.31,7.63,7.94,7.72,8.15,7.94,7.84,8.1
El Salvador,MtCO2e,3.25,3.96,4.25,4.84,5.34,5.85,5.28,6.21,6.53,6.51,6.53,6.87,6.93,7.35,7.3,7.64,7.87,8.26,7.45,7.31,7.14,7.25,7.27,6.9,7.02,7.62,7.92
Slovenia,MtCO2e,6.75,5.95,6.03,6.84,6.83,7.75,8.58,8.99,8.71,8.11,7.84,5.13,5.27,5.18,5.4,5.61,8.53,8.56,9.61,7.75,7.98,9.55,9.05,8.43,7.06,7.01,7.79
Macedonia,MtCO2e,7.87,7.67,7.82,8.12,7.91,7.83,9.41,8.32,9.2,8.43,8.06,10.26,9.65,10.43,10.12,10.59,9.36,9.77,9.56,8.95,8.71,9.59,9.14,8.28,7.74,7.45,7.25
Moldova,MtCO2e,29.19,23.29,19.01,16.14,12.86,10.88,9.11,8.29,7.33,6.03,5.39,6.06,6.3,6.86,6.86,7.24,7.05,7.26,7.18,6.73,7.33,7.19,7.01,6.06,6.52,6.97,7.03
Brunei,MtCO2e,5.86,5.3,5.5,5.8,6,6.4,6.7,7.23,9.36,6.14,6.35,6.22,6.27,7.17,6.75,6.67,9.03,8.63,9.02,9.24,8.73,7.34,7.51,7.4,7.38,6.65,6.99
Cyprus,MtCO2e,4.5,4.96,5.32,5.58,5.82,5.68,6.04,6.21,6.47,6.77,7,6.83,6.95,7.64,7.59,7.71,7.53,7.82,8.03,7.79,7.47,7.24,6.7,6.05,6.47,6.47,6.88
Sierra Leone,MtCO2e,6.18,6.24,6.14,6.14,6.16,6.04,6.09,6.06,6.06,6.04,6.08,6.21,6.23,6.27,6.25,6.16,6.31,6.21,6.23,6.23,6.27,6.43,6.54,6.72,6.82,6.66,6.67
Nicaragua,MtCO2e,30.76,30.77,31.08,31.07,31.4,31.5,31.73,31.93,32.44,32.42,32.59,32.81,32.92,33.26,33.21,33.11,33.27,33.46,33.26,33.26,33.38,4.86,4.72,4.63,4.94,5.44,5.69
Tajikistan,MtCO2e,11.09,10.29,7.77,5.23,3.08,2.64,2.31,2.61,2.9,2.6,2.31,2.13,2.14,2.17,2.58,2.41,2.62,3.23,2.98,2.38,2.42,2.52,3,3.15,4.45,4.75,5.35
Malawi,MtCO2e,7.24,7.3,7.29,7.39,7.41,7.42,7.86,7.91,7.89,7.71,8.08,8.99,8.12,8.23,8.05,8.07,7.18,7.3,7.44,7.53,7.84,5.32,5.23,5.38,5.45,5.31,5.3
Suriname,MtCO2e,5.37,5.65,5.66,5.64,5.64,5.66,4.88,5.03,5.37,4.78,4.05,4.1,4.88,7.33,6.45,4.78,4.86,4.25,5.05,5.56,5.04,5.24,5.47,5.75,5.74,6.79,5.29
Armenia,MtCO2e,19.93,20.83,10.92,5.08,2.86,3.59,2.6,3.49,3.63,3.19,3.67,3.76,3.23,3.64,3.92,4.55,4.66,5.33,5.84,4.67,4.41,4.82,5.53,5.33,5.32,4.82,5.02
Albania,MtCO2e,6.15,4.18,2.28,2.18,2.19,1.98,2.08,1.53,1.92,3.03,3.27,4.06,4.65,4.94,5.14,4.9,3.81,4.04,3.91,4.1,4.3,4.65,4.2,4.35,4.8,4.51,4.4
Mauritius,MtCO2e,1.17,1.27,1.27,1.47,1.47,1.57,1.57,1.57,1.77,2.17,2.37,2.78,2.78,2.88,2.98,3.18,3.29,3.39,3.49,3.39,3.69,3.59,3.69,3.79,3.99,3.99,3.99
Burundi,MtCO2e,9.18,9.21,9.18,9.2,9.2,9.21,8.75,8.87,9.06,8.87,9.03,5.86,6.63,6.77,6.16,5.59,-0.21,-0.61,-0.14,0.02,-0.07,3.37,3.21,3.42,3.3,3.08,3.58
Haiti,MtCO2e,1.13,1.15,1.03,0.89,0.34,1.04,1.24,1.44,1.44,1.54,1.54,1.74,1.97,1.87,2.18,2.28,2.28,2.58,2.58,2.48,2.38,2.36,2.35,2.46,3.05,3.45,3.55
Bahamas,MtCO2e,0.5,0.33,0.34,0.24,0.23,0.23,0.22,-0.09,0.23,0.22,0.22,0.6,0.61,0.55,0.76,0.77,6.57,6.6,6.41,6.55,6.56,2.21,2.31,3.15,2.76,3.3,3.44
Niger,MtCO2e,7.7,7.68,7.66,7.74,7.74,7.78,7.87,7.87,7.92,7.91,7.58,2.08,2.19,2.19,2.29,2.19,2.19,2.28,2.29,2.58,2.88,2.89,3.39,3.28,3.48,3.49,3.39
Belize,MtCO2e,6.18,6.23,6.22,6.24,6.24,6.24,4.97,4.88,5.05,4.98,4.99,6.46,8.15,8.17,6.26,7.88,6.46,7.92,6.9,6.06,7.58,4.62,2.42,5.25,2.54,3.65,3.38
Liberia,MtCO2e,15.49,15.3,15.3,15.33,15.33,15.34,15.34,15.36,15.38,15.4,15.42,15.5,15.5,15.54,15.63,15.73,15.75,15.67,15.58,15.61,15.81,2.23,2.41,2.28,2.24,2.65,2.62
Solomon Islands,MtCO2e,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.83,1.84,1.84,1.84,1.84,1.85,1.85,1.85,1.78,1.79,1.8,1.81,1.81,2.18,2.18,2.18,2.18,2.21,2.21
Montenegro,MtCO2e,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.22,-1.28,-1.28,-1.28,-1.28,0.72,-14.7,-14.79,-14.2,-15.2,-14.3,2.58,2.33,2.33,2.23,2.43,2.13
Rwanda,MtCO2e,9.89,9.84,9.84,9.85,9.83,9.82,9.37,9.47,9.45,9.4,9.3,-9.43,-9.5,-8.1,-9.05,-8.57,-0.09,-0.86,0.13,-0.54,-0.31,0.85,0.7,1.48,0.65,2.24,2.09
Iceland,MtCO2e,1.97,1.96,1.96,1.95,2.15,2.05,2.26,2.16,2.17,2.18,2.28,2.14,2.22,2.22,2.34,2.24,2.48,2.33,2.12,2.09,1.87,1.77,1.75,1.85,1.85,1.95,1.95
Guinea-Bissau,MtCO2e,1.64,1.64,1.65,1.65,1.65,1.65,1.65,1.67,1.64,1.66,1.61,2.35,2.35,2.4,2.4,2.41,1.69,1.7,1.69,1.7,1.71,1.71,1.72,1.72,1.74,1.85,1.87
Barbados,MtCO2e,1.04,1.17,0.95,1.09,0.73,0.81,0.82,0.87,1.1,1.17,1.15,1.19,1.19,1.23,1.25,1.31,1.4,1.39,1.65,1.65,1.55,1.51,1.49,1.47,1.27,1.77,1.84
Maldives,MtCO2e,0.17,0.15,0.23,0.2,0.2,0.25,0.29,0.33,0.3,0.42,0.45,0.46,0.59,0.51,0.67,0.6,0.76,0.78,0.84,0.88,0.93,0.99,1.11,1.09,1.34,1.63,1.65
Malta,MtCO2e,2.3,2.2,2.2,2.8,2.5,2.4,2.3,2.5,2.4,2.4,2.1,2.5,2.3,2.6,2.6,2.6,2.6,2.7,2.7,2.5,2.6,2.6,2.7,2.4,2.4,1.6,1.4
Eritrea,MtCO2e,1.32,1.32,1.72,1.83,1.95,2.05,2.14,2.05,1.84,1.84,1.84,1.34,1.34,1.34,1.34,1.24,1.1,1.12,1,1.11,1.1,1.24,1.26,1.37,1.38,1.39,1.39
Eswatini,MtCO2e,0.54,0.44,0.37,0.24,0.59,0.56,0.49,1.35,1.36,1.37,1.32,1.29,1.27,1.19,1.18,1.16,1.16,1.21,1.24,1.19,1.19,1.2,1.36,1.24,1.35,1.21,1.24
Seychelles,MtCO2e,0.15,0.17,0.17,0.18,0.2,0.2,0.23,0.34,0.43,0.51,0.57,0.63,0.54,0.55,0.74,0.69,0.73,0.64,0.69,0.52,0.44,0.34,0.44,0.4,0.49,1.14,1.15
Mauritania,MtCO2e,1.95,1.97,2,2.03,2.06,2.11,2.16,2.18,2.17,2.2,2.21,2.27,2.35,2.39,2.48,2.54,1.94,2.15,2.29,2.47,2.47,0.59,0.81,0.81,0.81,1.14,1.1
Djibouti,MtCO2e,0.32,0.31,0.31,0.31,0.3,0.3,0.31,0.33,0.32,0.32,0.34,0.37,0.4,0.42,0.41,0.41,0.41,0.46,0.5,0.46,0.52,0.47,0.52,0.59,0.68,1.08,1.1
Antigua and Barbuda,MtCO2e,0.26,0.25,0.25,0.25,0.25,0.26,0.28,0.29,0.3,0.31,0.33,0.34,0.37,0.4,0.42,0.42,0.54,0.56,0.57,0.6,0.62,0.52,0.53,0.53,0.54,0.74,0.75
Cape Verde,MtCO2e,-0.31,-0.3,-0.3,-0.29,-0.29,-0.28,-0.26,-0.26,-0.25,-0.22,-0.19,0.23,0.27,0.31,0.33,0.44,0.4,0.43,0.4,0.45,0.48,0.45,0.34,0.33,0.32,0.7,0.7
Lesotho,MtCO2e,1.43,1.49,1.55,1.59,1.63,1.67,1.7,1.73,1.76,1.78,1.81,1.84,1.86,1.89,1.95,1.97,2,2.04,2.09,2.18,2.24,2.13,2.2,2.23,2.27,0.53,0.51
Saint Lucia,MtCO2e,0.12,0.13,0.16,0.18,0.22,0.27,0.29,0.27,0.27,0.28,0.29,0.35,0.31,0.34,0.34,0.35,0.59,0.6,0.61,0.6,0.62,0.44,0.44,0.44,0.44,0.47,0.47
Samoa,MtCO2e,-1.96,-1.95,-1.95,-1.95,-1.95,-1.94,-1.93,-1.93,-1.93,-1.92,-1.92,0.04,0.04,0.04,0.04,0.05,-0.38,-0.37,-0.36,-0.35,-0.35,0.2,0.2,0.2,0.2,0.34,0.34
Dominica,MtCO2e,0.02,0.02,0.02,0.02,0.02,0.04,0.03,0.04,0.03,0.04,0.06,0.12,0.11,0.13,0.13,0.13,0.64,0.68,0.66,0.66,0.66,0.24,0.25,0.25,0.25,0.31,0.32
Grenada,MtCO2e,0.11,0.11,0.12,0.12,0.14,0.15,0.15,0.17,0.18,0.19,0.19,0.55,0.56,0.57,0.56,0.57,0.06,0.06,0.08,0.08,0.08,0.25,0.27,0.3,0.24,0.28,0.28
Comoros,MtCO2e,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.16,0.18,0.18,0.21,0.22,0.22,0.23,0.18,0.18,0.21,0.23,0.2,0.21,0.24,0.22,0.25,0.26
Saint Kitts and Nevis,MtCO2e,0.08,0.08,0.08,0.08,0.09,0.1,0.1,0.11,0.12,0.13,0.14,0.16,0.18,0.18,0.19,0.18,0.31,0.32,0.32,0.33,0.32,0.24,0.23,0.23,0.24,0.26,0.26
Gambia,MtCO2e,-0.28,-0.27,-0.27,-0.26,-0.26,-0.25,-0.25,-0.25,-0.24,-0.22,-0.21,-0.2,-0.17,-0.17,-0.16,-0.16,-0.15,-0.1,-0.09,-0.08,-0.03,0.09,0.09,0.07,0.15,0.23,0.25
Saint Vincent and the Grenadines,MtCO2e,-0.03,-0.03,-0.02,0,0.01,0.02,0.02,0.02,0.05,0.06,0.04,0.13,0.14,0.15,0.17,0.17,0.4,0.41,0.41,0.49,0.4,0.22,0.27,0.23,0.23,0.24,0.25
Sao Tome and Principe,MtCO2e,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.08,0.38,0.38,0.38,0.38,0.39,0.1,0.11,0.11,0.11,0.15,0.15
South Sudan,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,MtCO2e,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.07,0.04,0.04,0.02,0.07,0.07,0.1,0.1,0.12,0.1,0.09,0.14,0.15,0.15
Tonga,MtCO2e,0.08,0.1,0.07,0.08,0.09,0.1,0.08,0.1,0.09,0.11,0.1,0.09,0.1,0.12,0.11,0.11,-0.38,-0.39,-0.39,-0.37,-0.39,0.1,0.11,0.11,0.12,0.14,0.14
Cook Islands,MtCO2e,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0,0,0,0,0,0.02,0.02,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.02,0.07,0.07,0.07,0.07,0.09,0.09
Nauru,MtCO2e,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.08,0.08,0.08,0.07,0.07,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.08
Niue,MtCO2e,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,-0.01,-0.01,0,-0.01,-0.01,0.06,0.06,0.06,0.06,0.06,0.06
Kiribati,MtCO2e,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.06,0.06,0.05,0.05,0.03,0.06,0.06,0.06,0.06,0.06,0.06,0.05
Liechtenstein,MtCO2e,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,0.06,0.06,0.05,0.06,0.05,0.05,0.05,0.04,,
Marshall Islands,MtCO2e,,,0.06,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.08,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
Palau,MtCO2e,,-0.14,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.26,0.26,,
Tuvalu,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,,
Andorra,MtCO2e,0.39,0.39,0.39,0.39,0.39,0.41,0.43,0.45,0.47,0.49,0.5,0.49,0.5,0.51,0.53,0.55,0.51,0.5,0.5,0.48,0.48,0.47,0.47,0.45,0.44,-0.02,-0.02
Micronesia,MtCO2e,,-0.03,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.08,0.1,0.14,0.11,0.11,0.11,0.09,0.09,0.11,0.09,0.13,0.08,0.09,0.11,0.11,0.12,-0.03,-0.03
Fiji,MtCO2e,-0.89,-1.03,-0.96,-0.96,-0.96,-0.94,-0.88,-0.91,-0.94,-0.92,-0.87,-1.02,-1.19,-1.03,-0.73,-0.98,1.81,1.75,1.48,1.38,1.8,-1.95,-1.98,-1.89,-1.87,-0.51,-0.57
Bhutan,MtCO2e,-3.98,-3.93,-3.9,-3.93,-3.91,-3.87,-3.83,-3.73,-3.74,-3.74,-3.73,-4.03,-4,-4.04,-4.11,-4.02,-2.56,-2.56,-2.54,-2.57,-2.47,-3.15,-3.06,-2.96,-2.89,-2.93,-2.93
Costa Rica,MtCO2e,9.21,9.44,10.54,10.51,11.14,11.11,10.85,10.79,11.36,11.37,11.25,-2.11,-2.02,-0.99,-1.6,-1.27,-0.92,0.1,0.01,-0.29,-0.32,-3.92,-3.9,-3.47,-3.38,-3.76,-3.09
Uruguay,MtCO2e,-21.71,-21.22,-20.82,-21.12,-21.32,-20.87,-20.14,-20,-19.85,-18.79,-20.13,-8.94,-9.35,-9.33,-8.43,-8.33,-12.97,-13.47,-11.57,-11.4,-13,-2.91,-1.98,-3.09,-3.9,-3.83,-3.94
Latvia,MtCO2e,5.71,4.11,1.26,-0.96,-2.5,-3.69,-3.66,-4.17,-4.57,-5.14,-5.78,3.32,3.54,3.83,3.7,3.76,-7.34,-6.96,-7.45,-8.14,-6.96,-5.8,-6.07,-6.18,-6.37,-6.39,-6.53
Kenya,MtCO2e,64.64,64.4,64.44,64.4,64.41,64.86,65.37,65.21,65.73,66.15,66.62,-39.92,-40.06,-40.76,-40.07,-39.01,-20.47,-21.08,-19.64,-18.33,-18.06,-17.59,-16.97,-17.64,-16.81,-14.5,-13.18
Chile,MtCO2e,18.08,17.03,18.97,19.87,22.92,25.91,31.68,38.16,39.05,41.37,37.43,41.1,41.87,43.1,47.89,48.89,49.83,57.53,60.98,58.12,62.48,-28.51,-26.53,-22.03,-28.47,-22.81,-18.7
Gabon,MtCO2e,4.97,5.23,5.45,5.55,5.33,5.44,5.43,5.53,5.63,5.52,5.43,5.35,5.09,5.2,5.2,5.54,4.84,5.02,5.25,5.01,5.75,-87.93,-88.02,-87.88,-88.2,-88,-88.05
Romania,MtCO2e,173.88,143.94,127.94,118.77,116.21,121.88,125.06,114.31,100.34,86.45,89.78,93.65,93.67,99.54,96.26,95.47,94.38,93.02,90.83,75.88,72.84,-79.23,-80.8,-92.34,-92.97,-91.42,-93.35
Data source,CAIT
Data for,Countries/Regions: World. Sectors/Subsectors: Total including LUCF. Gases: CO2. Calculation: Total. Show data by Regions
