Country/Region,unit,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Switzerland,MtCO2e,2.58,2.25,2.11,1.91,2.11,1.99,1.79,1.61,1.61,1.61,1.73,1.76,1.69,1.65,1.75,1.85,1.85,1.89,1.86,1.85,1.96,1.93,1.81,1.83,1.88,1.72,1.77
Sweden,MtCO2e,1.27,1.14,1.09,1.09,1.11,1.3,1.23,1.1,1.13,1.14,1.29,1.33,1.28,1.21,1.28,1.31,1.44,1.34,1.4,1.26,1.32,1.36,1.48,1.4,1.4,1.53,1.54
Sudan,MtCO2e,0.07,0.07,0.1,0.1,0.07,0.16,0.16,0.11,0.08,0.09,0.06,0.08,0.08,0.11,0.12,0.13,0.08,0.13,0.1,0.24,0.74,1.15,1.34,1.38,1.35,1.44,1.44
Syria,MtCO2e,1.46,1.45,1.52,1.84,1.82,1.79,1.79,1.92,1.81,2,1.79,1.9,1.74,1.75,1.69,1.64,1.7,1.85,1.91,1.86,2.15,1.77,2.09,1.39,1.33,1.4,1.4
Slovakia,MtCO2e,,,1.31,1.03,1.11,1.16,1.1,1.22,1.82,1.83,1.19,1.21,1.17,0.92,1.22,1.26,1.39,1.49,1.6,1.21,0.86,1.26,1.1,1.14,1.27,1.31,1.34
Turkmenistan,MtCO2e,,,0.45,0.45,0.28,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.22,0.26,0.36,0.36,0.39,0.42,0.44,0.74,0.89,1.01,1.1,1.26,1.26
Yemen,MtCO2e,0.35,0.35,0.33,0.33,0.32,0.44,0.41,0.49,0.47,0.57,0.54,0.57,0.58,0.56,0.55,0.54,0.52,0.63,0.76,0.76,0.67,0.34,0.96,1.15,0.98,0.98,0.98
Uganda,MtCO2e,0.01,0.02,0.02,0.02,0.01,0.04,0.1,0.12,0.13,0.14,0.15,0.17,0.2,0.2,0.22,0.25,0.25,0.25,0.46,0.45,0.52,0.64,0.68,0.79,0.83,0.9,0.9
Sri Lanka,MtCO2e,0.16,0.16,0.33,0.27,0.38,0.36,0.38,0.39,0.35,0.39,0.41,0.45,0.41,0.46,0.55,0.59,0.63,0.65,0.69,0.72,0.66,0.75,0.76,0.74,0.72,0.87,0.87
Panama,MtCO2e,0.13,0.13,0.11,0.25,0.27,0.26,0.28,0.3,0.32,0.32,0.4,0.35,0.31,0.37,0.43,0.43,0.43,0.42,0.73,0.66,0.59,0.69,0.9,0.92,0.85,0.85,0.85
Togo,MtCO2e,0.4,0.4,0.37,0.38,0.32,0.4,0.41,0.1,0.37,0.62,0.32,0.4,0.49,0.74,0.75,0.78,0.68,0.6,0.47,0.55,0.55,0.62,0.61,0.47,0.44,0.81,0.81
Zambia,MtCO2e,0.18,0.15,0.14,0.14,0.11,0.13,0.14,0.16,0.14,0.12,0.15,0.09,0.09,0.14,0.16,0.17,0.22,0.21,0.21,0.34,0.43,0.47,0.6,0.7,0.85,0.81,0.81
Nepal,MtCO2e,0.04,0.05,0.1,0.11,0.13,0.13,0.13,0.09,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.46,0.52,0.8,1.03,1.14,1.18,0.76,0.76
Serbia,MtCO2e,,,0.91,0.49,0.74,0.79,1.04,0.96,1.08,0.77,1.05,1.17,1.13,0.95,1.2,1.19,1.3,1.34,1.45,1.11,1.05,1.03,0.88,0.77,0.67,0.69,0.69
Norway,MtCO2e,0.63,0.59,0.65,0.84,0.84,0.88,0.86,0.92,0.9,0.89,0.89,0.85,0.88,0.9,0.72,0.78,0.8,0.87,0.83,0.84,0.75,0.75,0.73,0.73,0.73,0.67,0.68
Libya,MtCO2e,1.11,0.97,0.94,0.94,1.55,1.31,1.45,1.02,1.22,1.22,1.21,1.21,1.32,1.4,1.43,1.43,2.08,2.02,2.12,2.5,2.7,1.34,0.76,0.78,0.77,0.63,0.63
Mozambique,MtCO2e,0.03,0.03,0.01,0.01,0.02,0.02,0.07,0.09,0.09,0.09,0.11,0.11,0.2,0.24,0.22,0.2,0.24,0.26,0.29,0.3,0.34,0.37,0.45,0.51,0.58,0.61,0.61
Tajikistan,MtCO2e,,,0.18,0.14,0.09,0.05,0.02,0.02,0.01,0.01,0.02,0.03,0.04,0.07,0.08,0.11,0.12,0.13,0.08,0.08,0.12,0.12,0.1,0.15,0.45,0.55,0.55
Zimbabwe,MtCO2e,0.29,0.36,0.37,0.41,0.44,0.4,0.41,0.45,0.45,0.4,0.4,0.32,0.24,0.16,0.2,0.24,0.27,0.15,0.15,0.27,0.31,0.38,0.57,0.46,0.5,0.5,0.5
New Zealand,MtCO2e,0.45,0.44,0.48,0.49,0.5,0.54,0.51,0.53,0.49,0.53,0.53,0.53,0.55,0.53,0.49,0.58,0.54,0.69,0.64,0.59,0.56,0.53,0.57,0.59,0.62,0.62,0.49
Moldova,MtCO2e,,,0.47,0.41,0.33,0.25,0.19,0.27,0.22,0.21,0.17,0.17,0.22,0.25,0.28,0.37,0.46,0.7,0.79,0.34,0.35,0.43,0.44,0.48,0.46,0.44,0.47
Paraguay,MtCO2e,0.15,0.15,0.15,0.22,0.3,0.28,0.27,0.3,0.33,0.33,0.29,0.29,0.2,0.23,0.2,0.23,0.25,0.25,0.32,0.24,0.26,0.25,0.31,0.38,0.39,0.47,0.47
Lithuania,MtCO2e,,,0.76,0.36,0.38,0.31,0.32,0.37,0.41,0.35,0.29,0.28,0.29,0.29,0.35,0.38,0.52,0.52,0.45,0.28,0.29,0.32,0.4,0.46,0.4,0.52,0.45
Namibia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,0.13,0.23,0.3,0.33,0.36,0.36
Luxembourg,MtCO2e,0.57,0.54,0.55,0.46,0.51,0.46,0.45,0.47,0.47,0.49,0.52,0.45,0.47,0.41,0.45,0.44,0.44,0.43,0.4,0.38,0.39,0.41,0.37,0.37,0.36,0.33,0.35
Macedonia,MtCO2e,,,0.26,0.25,0.24,0.26,0.25,0.25,0.23,0.26,0.29,0.32,0.3,0.38,0.37,0.44,0.46,0.47,0.46,0.45,0.41,0.49,0.34,0.38,0.34,0.35,0.35
Slovenia,MtCO2e,,,0.38,0.29,0.38,0.41,0.44,0.44,0.46,0.46,0.49,0.51,0.44,0.45,0.47,0.49,0.51,0.54,0.59,0.42,0.36,0.31,0.32,0.39,0.42,0.37,0.34
Trinidad and Tobago,MtCO2e,0.19,0.21,0.21,0.23,0.25,0.24,0.26,0.28,0.3,0.29,0.32,0.3,0.31,0.32,0.32,0.28,0.36,0.36,0.38,0.34,0.31,0.32,0.25,0.31,0.33,0.33,0.33
Myanmar,MtCO2e,0.17,0.18,0.19,0.16,0.19,0.21,0.21,0.21,0.15,0.14,0.16,0.15,0.19,0.23,0.21,0.21,0.22,0.23,0.26,0.26,0.2,0.2,0.35,0.43,0.5,0.29,0.29
Uruguay,MtCO2e,0.23,0.23,0.23,0.23,0.32,0.27,0.31,0.35,0.39,0.35,0.31,0.45,0.44,0.46,0.27,0.26,0.26,0.26,0.25,0.42,0.33,0.38,0.34,0.33,0.32,0.29,0.29
Nicaragua,MtCO2e,0.09,0.1,0.12,0.11,0.13,0.14,0.15,0.16,0.16,0.15,0.23,0.22,0.23,0.37,0.22,0.22,0.22,0.21,0.21,0.21,0.24,0.27,0.24,0.25,0.27,0.27,0.27
Netherlands,MtCO2e,0.42,0.5,0.45,0.46,0.46,0.43,0.32,0.38,0.43,0.52,0.47,0.48,0.49,0.43,0.45,0.42,0.4,0.4,0.4,0.42,0.35,0.35,0.31,0.27,0.28,0.25,0.24
Mongolia,MtCO2e,0.13,0.08,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.06,0.06,0.06,0.07,0.09,0.11,0.12,0.1,0.17,0.16,0.16,0.1,0.18,0.18,0.18
Malawi,MtCO2e,0.04,0.05,0.05,0.05,0.05,0.06,0.04,0.07,0.05,0.07,0.06,0.07,0.04,0.06,0.05,0.07,0.08,0.07,0.09,0.09,0.07,0.08,0.06,0.13,0.17,0.18,0.18
Madagascar,MtCO2e,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.08,0.07,0.06,0.06,0.11,0.06,0.05,0.06,0.08,0.09,0.09,0.09,0.09,0.09
Rwanda,MtCO2e,0.02,0.02,0.02,0.02,0,0,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.08,0.08
Papua New Guinea,MtCO2e,,,,,,,,,,,,,,,,,,,,,0.08,0.08,0.07,0.08,0.08,0.08,0.08
Suriname,MtCO2e,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.05,0.05,0.05,0.06,0.06
Niger,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.01,0.01,0.02,0.02
Kiribati,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MtCO2e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,
Malta,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Islands,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nauru,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niue,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palau,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,MtCO2e,0.75,0.81,0.77,1.21,1.26,1.3,1.34,1.33,0.94,0.67,0.46,0.24,0.08,0.06,,,,,,,,,,,,,
Solomon Islands,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,MtCO2e,0.02,0,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,
South Sudan,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,MtCO2e,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data source,CAIT
Data for,Countries/Regions: World. Sectors/Subsectors: Industrial Processes. Gases: CO2. Calculation: Total. Show data by Regions
